"term","definition","source","language","country","normalized"
"Saima","A saima is an Arabic word for goddess.  A saima is usually [the person] doing squats in the gym. Saima is known for [the best] looking lower body. Saimas' are very soft spoken and polite. Saimas' usually worry about what [other people] think. If you run into a saima, she is a keeper so hold on to her.","UrbanDictionary","en","US","saima"
"biggie","short for [notorious big] aka [Christopher] G [Wallace]  1973-1997","UrbanDictionary","en","US","biggie"
"jucader","[someone] who [spreads] the gospel or [good news] of juice.","UrbanDictionary","en","US","jucader"
"chaecstle","Chaecstle is a nepali [content] who went viral on tiktok for making ""[imagine] liking a ___ song/ a song about ___"" back in may 2022. She doesn't make those types of videos anymore as she now makes [lip syncing] videos.","UrbanDictionary","en","US","chaecstle"
"geologist hammer","1. A term for a guy with a [small penis] that, no matter how long it takes, will completely destroy your hole.  2. [Sometimes] it's a sex act preformed by men in isolation using a hole [in the wall] covered by a poster for privacy.","UrbanDictionary","en","US","geologisthammer"
"machine type","Pertaining to a firearm using high capacity ammunition feeding devices that is [discharged] at a high rate of speed through use of man operated [mechanical] means. Such as a [hand crank] or dual trigger.","UrbanDictionary","en","US","machinetype"
"QURUCIFIXION","The lonniequhrist [death].","UrbanDictionary","en","US","qurucifixion"
"Kaushani","It's a m-f-ing hill [station] in Uttrakhand. Go visit it if [you are not] [broke].","UrbanDictionary","en","US","kaushani"
"Rodham","The act of engaging in a sexual act with an overweight [individual]. Usually pertaining to [feminists], and [Hillary Clinton] supporters.","UrbanDictionary","en","US","rodham"
"Eddy","Eddy is a [weird dude] but he cool when u [get to know] him. He is mr steal yo gurl cause how sexy he is and his jawline is fucken insane. Eddy’s have 10” long cocks so for u hornet ass bitches get ur self an Eddy. He’s last’s so long in bed and will make u cum 5 times in a row. Eddy can be an [annoying ass] sped at times but when u really know him then u all g but if u get on his bad side ur fucked.","UrbanDictionary","en","US","eddy"
"Keyboard Spam","erdflghbjgnkbutgdgjddsjnulivmosssksdub3447eufbb1qeh0874j","UrbanDictionary","en","US","keyboardspam"
"mackda","[whack] [as HELL]","UrbanDictionary","en","US","mackda"
"aloze","A word I’ve only really ever seen in chicago [written] on a lot of [objects] I assume a [graffiti writer] writes this word.","UrbanDictionary","en","US","aloze"
"four by four","A race, where [multiple] teams of four people compete to see which team can finish [the following] things in the least amount of time: a 30 of beer, a fifth of liquor, an eighth of weed, and an extra-large [cheese pizza].","UrbanDictionary","en","US","fourbyfour"
"count down to infinity","A brand that rocks [your world] by symbolizing a sense that we can truly rise above who are today over any [oppression] or any [obstacle] WE demand a better version of ourselves.","UrbanDictionary","en","US","countdowntoinfinity"
"Oof","If she says Oof that [means] she [likes] [Anal]","UrbanDictionary","en","US","oof"
"GBSf","[Girl] [best friend]","UrbanDictionary","en","US","gbsf"
"Sufage","When you [quickly] display [your penis] to a girl in a joking manner in an attempt to gross her out by [surprise].","UrbanDictionary","en","US","sufage"
"Gastremist","Someone who has a strange obsession with anything that burns fumes. Typically someone who is also [extremely] against ev ([electric vehicle]) and can't [stomach the idea] of the future being a thing.","UrbanDictionary","en","US","gastremist"
"Swamp","([Pronounced] sw-AM-p, like someone exaggerating a midwestern accent would say it) A male extension of swag. Swamp is [something] much more powerful than swag, and is only attainable by males. Swamp is the display of extreme manliness and [badassery].","UrbanDictionary","en","US","swamp"
"pouth","[The space between] the shelves of a [bookshelf], [cabinet], or other object","UrbanDictionary","en","US","pouth"
"sysbm","the male counterpart to the divest movement. A group of people who seek proximity to non-blacks with the belief they will 'save' them. SYSBM members form as a result of rejection, internet [indoctrination], and/or unresolved trauma. They typically portray their own demographic as benevolent and their [counterparts] as subhuman.  prominent figures leading their flock into delusion, dissatisfaction or [eternal loneliness] include StephIsCold and The Thinking Man's Templar.","UrbanDictionary","en","US","sysbm"
"preemptive shit","The shit you take [before you go] out at night. Failure to take one can result in [holding back] a fart or even a shit in front of girls or others. Taking a [preemptive] allows for maximum beer drinkage and room for a late night meal.","UrbanDictionary","en","US","preemptiveshit"
"Hurtains","When a mott becomes so hairy, that the resulting long [pubic hair] [looks like] [dreadlocks] and gets a mind of its own, and can open and close like curtains","UrbanDictionary","en","US","hurtains"
"Yoga Flame","A great phrase to shout while doing a [driveby], it is [customary] to follow it with ""[YOGA FIRE]!""","UrbanDictionary","en","US","yogaflame"
"Katia Kachow","[Modern] [Day] [James Charles]","UrbanDictionary","en","US","katiakachow"
"bobo","altered [abbreviation] of [the word] [lesbian].","UrbanDictionary","en","US","bobo"
"Beard Rock","A little-known form of music originating in the 1990's as a throwback acknowledgement to the early folk rockers, (i.e. Bob Dylan, Crosby Stills & Nash, etc. ). This style of music often falls under the label Indie or Folk or Indiefolk, and is very prevalent in the Pacific Northwest. Signed artists mostly belong to Sub Pop Records, a label from Seattle, Washington. Songs are laden with references to nature and personal philosophy of all aspects. The difference from regular indie/folk music is that each group tends to sport [facial hair], styles including but not limited to: the chin curtain, Grizzly Adams, mutton/lambchops, or any other generally considered ""unkempt"" look. These artists emphasize the importance of the environment, overall camaraderie and [independent] thinking, making Henry David Thoreau look like a demigod. [Examples] of bands are: Fleet Foxes, Midlake, The [Decemberists], Band of Horses, Mojave 3 and many more. One thing is for sure though, the beard is key to defining Beard Rock.","UrbanDictionary","en","US","beardrock"
"Anti-SJW","People who still think woke has a meaning. There are three types of Anti-SJWs: The soft Anti-SJW, the hard Anti-SJW, and the [intellectual] Anti-SJW.  Soft Anti-SJWs are against “wokeism” and aren’t as paranoid about wokeness as Hard Anti-SJWs  Hard Anti-SJWs are people who see minority representation in anything and cry woke making people reasonably confuse them with the Ku Klux Klan, while being just as dim-witted and lacking in self awareness. [Intellectual] Anti-SJWs aren’t actually intellectual. They cloak the fact they are no different than Hard Anti-SJWs with [pseudo-intellectual] gibberish. They probably believe in the simulation, claim they are the only ones with free will, claim to be centrists while demonizing leftism and taking the conservative side on everything, and answer people who call them out on their flimsy ideology with buzzword salad and call the other person dishonest while saying nothing.","UrbanDictionary","en","US","antisjw"
"Social profit","The obtainment of [value] derived from [social interactions] and [activities].","UrbanDictionary","en","US","socialprofit"
"Wamdanglers","[huge] [saggy boobs]","UrbanDictionary","en","US","wamdanglers"
"Prudatory","Place; limbo stage for person who failed to have [sexual intercourse] in a [tactile] [reality]","UrbanDictionary","en","US","prudatory"
"Budda","[Australian slang] [usually] spoken by the indiginous meaning [little brother]","UrbanDictionary","en","US","budda"
"Bucklin’","[When you] are in [desperate] need of a [vape]","UrbanDictionary","en","US","bucklin"
"Truther","[someone] who tells [the truth]. a great all around [honest] person. not a lier!","UrbanDictionary","en","US","truther"
"luitpold","He is a strong, [intelligent] man capable of achieving everything he sets his mind to. He has a very noble and very faithful soul. His soul is [transparent] and warm. He is a good friend and a good lover. He likes to enjoy life, but at the same time he is very [responsible] and hard-working. He loves luxuries.","UrbanDictionary","en","US","luitpold"
"Yonan","A smart and [funny guy] whos tall and has [black hair] and [brown eyes]. He is sometimes annoying but thinks about you a lot and is really nice.","UrbanDictionary","en","US","yonan"
